Accession,TAA_FourthA,TAA_FourthT,TAA_FourthG,TAA_FourthC,TGA_FourthA,TGA_FourthT,TGA_FourthG,TGA_FourthC,TAG_FourthA,TAG_FourthT,TAG_FourthG,TAG_FourthC,GC,GC
AM711867,0.06666666666666667,0.2,0.23333333333333334,0.5,0.03580786026200873,0.2908296943231441,0.23406113537117904,0.4393013100436681,0.08436724565756824,0.10421836228287841,0.2630272952853598,0.5483870967741935,72.66422692563216,94.7975161479547
AM743169,0.11040339702760085,0.1740976645435244,0.45010615711252655,0.2653927813163482,0.15065378055713474,0.2956225127913587,0.3251847640704946,0.22853894258101193,0.23177083333333334,0.1953125,0.2760416666666667,0.296875,66.32404518043852,83.25334333965804
AM889285,0.2839506172839506,0.1697530864197531,0.2839506172839506,0.2623456790123457,0.21368948247078465,0.2370617696160267,0.17696160267111852,0.3722871452420701,0.25075528700906347,0.10876132930513595,0.3806646525679758,0.2598187311178248,66.43110337985524,80.11588632313429
AM902716,0.20236087689713322,0.18718381112984822,0.3996627318718381,0.21079258010118043,0.2348993288590604,0.2319164802386279,0.24235645041014167,0.29082774049217003,0.10869565217391304,0.0903010033444816,0.3494983277591973,0.451505016722408,65.48282415680934,81.62050779849977
AM942759,0.2411517696460708,0.510497900419916,0.10677864427114576,0.14157168566286743,0.2028985507246377,0.6014492753623188,0.12318840579710146,0.07246376811594203,0.18654434250764526,0.4648318042813456,0.08256880733944955,0.26605504587155965,38.89968663300527,30.75245291987967
AM999887,0.40481927710843374,0.3566265060240964,0.1180722891566265,0.12048192771084337,0.2805755395683453,0.4460431654676259,0.20863309352517986,0.06474820143884892,0.34782608695652173,0.29347826086956524,0.07065217391304347,0.28804347826086957,34.19024523509989,26.635196840406515
AP006628,0.46956521739130436,0.3826086956521739,0.058695652173913045,0.0891304347826087,0.4,0.38461538461538464,0.1076923076923077,0.1076923076923077,0.3275862068965517,0.41379310344827586,0.034482758620689655,0.22413793103448276,27.75984301810356,19.896437816443562
AP006840,0.1423948220064725,0.13915857605177995,0.3786407766990291,0.33980582524271846,0.17709335899903753,0.16073147256977863,0.3647738209817132,0.29740134744947067,0.15406162464985995,0.09803921568627451,0.3389355742296919,0.40896358543417366,68.6684043088666,89.4912651578391
AP007255,0.23042505592841164,0.2639821029082774,0.2796420581655481,0.22595078299776286,0.15103189493433397,0.2954971857410882,0.28424015009380865,0.2692307692307692,0.2040072859744991,0.11293260473588343,0.4007285974499089,0.28233151183970856,65.093510400737,83.14199548369172
AP008230,0.3478760045924225,0.25430539609644087,0.27956371986222733,0.1182548794489093,0.3590686274509804,0.3075980392156863,0.22794117647058823,0.1053921568627451,0.2889447236180904,0.21482412060301506,0.27386934673366836,0.22236180904522612,47.35989345501921,50.59483233199998
AP008955,0.3274826789838337,0.2720554272517321,0.2484988452655889,0.15196304849884526,0.2937595129375951,0.3378995433789954,0.2100456621004566,0.1582952815829528,0.30101465614430667,0.21984216459977451,0.2705749718151071,0.20856820744081173,47.2735528479921,49.388060253065156
AP008971,0.4495726495726496,0.41367521367521365,0.07863247863247863,0.05811965811965812,0.2727272727272727,0.6060606060606061,0.09090909090909091,0.030303030303030304,0.3971631205673759,0.3404255319148936,0.14893617021276595,0.11347517730496454,32.3127743623778,26.650776270876232
AP009152,0.18,0.28,0.2,0.34,0.060144346431435444,0.11868484362469928,0.49799518845228546,0.3231756214915798,0.12987012987012986,0.10822510822510822,0.30303030303030304,0.4588744588744589,71.16380109284755,92.56099655074152
AP009153,0.12121212121212122,0.11784511784511785,0.37373737373737376,0.3872053872053872,0.16189697465249386,0.28945216680294356,0.3008994276369583,0.24775143090760426,0.11818181818181818,0.2636363636363636,0.2818181818181818,0.33636363636363636,64.27436141406316,76.88042010162982
AP009178,0.3623853211009174,0.3440366972477064,0.19724770642201836,0.0963302752293578,0.3,0.4666666666666667,0.14444444444444443,0.08888888888888889,0.34375,0.234375,0.25,0.171875,39.688625407429775,36.53261266972793
AP009179,0.3861066235864297,0.29079159935379645,0.16962843295638125,0.15347334410339256,0.23383084577114427,0.527363184079602,0.12437810945273632,0.11442786069651742,0.2867383512544803,0.24372759856630824,0.34408602150537637,0.12544802867383512,43.87148618201701,46.96062298295081
AP009380,0.272875816993464,0.272875816993464,0.3284313725490196,0.12581699346405228,0.2698412698412698,0.36772486772486773,0.164021164021164,0.1984126984126984,0.358695652173913,0.2210144927536232,0.20652173913043478,0.213768115942029,48.359283634112224,53.05509468872864
AP009384,0.1989795918367347,0.15816326530612246,0.4642857142857143,0.17857142857142858,0.1308097747963584,0.19693339722089123,0.4269286056540489,0.2453282223287015,0.20065789473684212,0.06907894736842106,0.4342105263157895,0.29605263157894735,67.31902211118089,85.58033965760337
AP009389,0.45701849836779107,0.2219804134929271,0.1893362350380849,0.13166485310119697,0.37740384615384615,0.20192307692307693,0.23076923076923078,0.18990384615384615,0.21621621621621623,0.1941031941031941,0.29484029484029484,0.29484029484029484,52.96110399537247,62.3289097746804
AP009484,0.35586734693877553,0.41836734693877553,0.13903061224489796,0.08673469387755102,0.34375,0.4166666666666667,0.09375,0.14583333333333334,0.3923444976076555,0.28708133971291866,0.19138755980861244,0.1291866028708134,36.87685627905118,30.775165231510314
AP009510,0.4816053511705686,0.26421404682274247,0.11036789297658862,0.14381270903010032,0.3360655737704918,0.39344262295081966,0.13114754098360656,0.13934426229508196,0.43956043956043955,0.2967032967032967,0.0989010989010989,0.16483516483516483,35.20740200576095,30.40007037897882
AP009552,0.3718159408381265,0.2912900575184881,0.19268693508627774,0.14420706655710763,0.2869481765834933,0.2802303262955854,0.20441458733205375,0.22840690978886757,0.27425821972734565,0.26383319967923013,0.29591018444266237,0.16599839615076184,42.33063114485447,39.50931745666048
AP010904,0.20436280137772675,0.19862227324913892,0.3008036739380023,0.29621125143513205,0.18210526315789474,0.23684210526315788,0.25684210526315787,0.32421052631578945,0.14991482112436116,0.1737649063032368,0.3074957410562181,0.368824531516184,62.769421550751524,77.06766538646693
AP010946,0.1423611111111111,0.10416666666666667,0.4652777777777778,0.2881944444444444,0.10147172734314484,0.2370255615801704,0.31835786212238576,0.343144848954299,0.1891891891891892,0.06756756756756757,0.45495495495495497,0.2882882882882883,67.76023397993896,87.04108079465419
AP010953,0.2521951219512195,0.4009756097560976,0.16975609756097562,0.1770731707317073,0.2198830409356725,0.45730994152046783,0.16257309941520467,0.16023391812865498,0.2140221402214022,0.3284132841328413,0.14022140221402213,0.3173431734317343,50.68482282649143,52.79602195346696
AP010968,0.05952380952380952,0.041666666666666664,0.30357142857142855,0.5952380952380952,0.10910404624277456,0.06454720616570328,0.3106936416184971,0.515655105973025,0.05670103092783505,0.08118556701030928,0.29381443298969073,0.5682989690721649,74.19750348332366,95.43552890821465
AP011112,0.35714285714285715,0.20634920634920634,0.21428571428571427,0.2222222222222222,0.3,0.32,0.18,0.2,0.2727272727272727,0.2545454545454545,0.14545454545454545,0.32727272727272727,44.000263892354866,46.140012543177605
AP011121,0.357487922705314,0.22946859903381642,0.24879227053140096,0.1642512077294686,0.34663865546218486,0.3739495798319328,0.15756302521008403,0.12184873949579832,0.3333333333333333,0.11347517730496454,0.2978723404255319,0.2553191489361702,53.03682379505382,53.06410333113375
AP011529,0.46588235294117647,0.2988235294117647,0.11529411764705882,0.12,0.2647058823529412,0.45588235294117646,0.16176470588235295,0.11764705882352941,0.3617021276595745,0.43617021276595747,0.11702127659574468,0.0851063829787234,31.118260965301925,22.211041788684792
AP011615,0.3193172356369692,0.36761032472939215,0.11490424646128226,0.19816819317235637,0.23646408839779007,0.2950276243093923,0.26850828729281767,0.2,0.21478260869565216,0.2643478260869565,0.34956521739130436,0.17130434782608694,43.650355346998246,41.46555477408334
AP012027,0.38392857142857145,0.3625,0.15178571428571427,0.10178571428571428,0.24,0.4666666666666667,0.17333333333333334,0.12,0.3058823529411765,0.38235294117647056,0.15294117647058825,0.1588235294117647,36.55623983118011,28.019531441606464
AP012029,0.4202279202279202,0.19943019943019943,0.21794871794871795,0.1623931623931624,0.351123595505618,0.21067415730337077,0.3258426966292135,0.11235955056179775,0.20346320346320346,0.23809523809523808,0.341991341991342,0.21645021645021645,53.84967293987223,61.151795580452166
AP012035,0.1368421052631579,0.22105263157894736,0.3157894736842105,0.3263157894736842,0.19447004608294932,0.2350230414746544,0.24608294930875577,0.3244239631336406,0.25120772946859904,0.11594202898550725,0.3140096618357488,0.3188405797101449,67.5791744356647,83.28976118847989
AP012044,0.38808373590982287,0.2181964573268921,0.24879227053140096,0.14492753623188406,0.27823240589198034,0.27495908346972175,0.265139116202946,0.18166939443535188,0.2994011976047904,0.2215568862275449,0.23353293413173654,0.24550898203592814,53.32115202687688,62.44762599576779
AP012046,0.5049239033124441,0.2864816472694718,0.13428827215756492,0.07430617726051925,0.36018957345971564,0.35545023696682465,0.17535545023696683,0.10900473933649289,0.31561461794019935,0.38870431893687707,0.11627906976744186,0.17940199335548174,36.0410813510645,27.72117933022902
AP012050,0.3605887162714636,0.40065412919051513,0.13164349959116925,0.107113654946852,0.2597402597402597,0.42207792207792205,0.17532467532467533,0.14285714285714285,0.2422907488986784,0.43171806167400884,0.15859030837004406,0.16740088105726872,35.71827205908107,26.499942957190925
AP012051,0.451505016722408,0.3277591973244147,0.1505016722408027,0.07023411371237458,0.3670886075949367,0.24050632911392406,0.22784810126582278,0.16455696202531644,0.34285714285714286,0.4,0.14285714285714285,0.11428571428571428,35.37487573029511,28.8596832483386
AP012052,0.07092198581560284,0.14893617021276595,0.40425531914893614,0.375886524822695,0.07354758961681088,0.13040791100123608,0.34981458590852904,0.446229913473424,0.1348314606741573,0.11797752808988764,0.3595505617977528,0.38764044943820225,70.27840545811512,89.51635710263977
AP012057,0.13725490196078433,0.17647058823529413,0.13725490196078433,0.5490196078431373,0.11116552399608227,0.16454456415279137,0.20323212536728696,0.5210577864838394,0.09950248756218906,0.21890547263681592,0.15422885572139303,0.527363184079602,67.29244721885163,85.35204110605888
AP012157,0.37004632012352034,0.4143077714873906,0.11322696860524961,0.10241893978383942,0.34944237918215615,0.39776951672862454,0.10408921933085502,0.14869888475836432,0.31026252983293556,0.36754176610978523,0.16945107398568018,0.15274463007159905,38.60316874875766,32.68874104181474
AP012200,0.397796817625459,0.3843329253365973,0.10403916768665851,0.11383108935128519,0.3706293706293706,0.40559440559440557,0.15384615384615385,0.06993006993006994,0.33816425120772947,0.30917874396135264,0.18840579710144928,0.1642512077294686,31.427530414899095,20.912233770188518
AP012204,0.08974358974358974,0.1858974358974359,0.2948717948717949,0.42948717948717946,0.1075735648818138,0.19247467438494936,0.31500241196333817,0.3849493487698987,0.12416107382550336,0.21644295302013422,0.2600671140939597,0.39932885906040266,67.2675393441247,83.09199829566528
AP012224,0.19004524886877827,0.17496229260935142,0.42684766214177977,0.2081447963800905,0.1775766016713092,0.1894150417827298,0.4206128133704735,0.21239554317548748,0.16483516483516483,0.1346153846153846,0.2692307692307692,0.43131868131868134,64.35657091688313,83.4582862067788
AP012273,0.23958333333333334,0.23958333333333334,0.22916666666666666,0.2916666666666667,0.2621231979030144,0.3577981651376147,0.20445609436435125,0.17562254259501967,0.16666666666666666,0.23931623931623933,0.2948717948717949,0.29914529914529914,56.27233867427217,64.736231939811
AP012292,0.3669402110199297,0.2801875732708089,0.2555685814771395,0.09730363423212192,0.27422680412371137,0.3958762886597938,0.1731958762886598,0.15670103092783505,0.3006993006993007,0.2937062937062937,0.26573426573426573,0.13986013986013987,50.678134821285894,58.98123748705875
AP012304,0.11899313501144165,0.17620137299771166,0.528604118993135,0.17620137299771166,0.1956027293404094,0.2395754359363154,0.30932524639878695,0.25549658832448824,0.15120274914089346,0.15807560137457044,0.3470790378006873,0.3436426116838488,65.1013369765916,81.96821673440803
AP012320,0.21768707482993196,0.17687074829931973,0.43537414965986393,0.17006802721088435,0.23076923076923078,0.13750850918992513,0.38393464942137506,0.24778761061946902,0.22282608695652173,0.10869565217391304,0.31521739130434784,0.3532608695652174,71.24314405801177,90.89008540983318
AP012331,0.17391304347826086,0.1956521739130435,0.2717391304347826,0.358695652173913,0.11149228130360206,0.26157804459691253,0.24957118353344768,0.37735849056603776,0.1375,0.17083333333333334,0.24791666666666667,0.44375,64.63092877381744,85.40830215340151
AP012333,0.3274021352313167,0.11387900355871886,0.4626334519572954,0.09608540925266904,0.22879684418145957,0.3057199211045365,0.2485207100591716,0.21696252465483234,0.20146520146520147,0.12454212454212454,0.42857142857142855,0.2454212454212454,58.31297660267276,73.04844261105163
AP012334,0.43506493506493504,0.23593073593073594,0.24458874458874458,0.08441558441558442,0.2131782945736434,0.32558139534883723,0.26744186046511625,0.1937984496124031,0.3392070484581498,0.21585903083700442,0.2422907488986784,0.2026431718061674,48.63343237690101,48.528931928920855
AP012337,0.3975609756097561,0.15365853658536585,0.2329268292682927,0.21585365853658536,0.2796680497925311,0.2091286307053942,0.3253112033195021,0.18589211618257262,0.27454242928452577,0.11980033277870217,0.2928452579034942,0.31281198003327787,58.76714546695322,69.23173987284495
AP012338,0.17094017094017094,0.05128205128205128,0.6068376068376068,0.17094017094017094,0.2076837416481069,0.13474387527839643,0.4214922048997773,0.23608017817371937,0.1774193548387097,0.05161290322580645,0.2806451612903226,0.49032258064516127,73.28780179978833,93.48250813834655
AP012342,0.32212885154061627,0.2549019607843137,0.25210084033613445,0.17086834733893558,0.2835820895522388,0.33499170812603646,0.18407960199004975,0.19734660033167495,0.3037542662116041,0.23208191126279865,0.2696245733788396,0.1945392491467577,50.047547643363764,52.8600203553081
AP012492,0.41732283464566927,0.23622047244094488,0.2618110236220472,0.08464566929133858,0.2702702702702703,0.31756756756756754,0.32432432432432434,0.08783783783783784,0.42024539877300615,0.1687116564417178,0.25153374233128833,0.15950920245398773,38.343488993942316,35.024781844645304
AP012495,0.39710365853658536,0.3003048780487805,0.15701219512195122,0.14557926829268292,0.2946210268948655,0.363080684596577,0.1687041564792176,0.17359413202933985,0.27901234567901234,0.24773662551440329,0.2962962962962963,0.17695473251028807,45.7271863180528,46.68717826815462
AP012547,0.17777777777777778,0.23809523809523808,0.3746031746031746,0.20952380952380953,0.24742268041237114,0.2829324169530355,0.24971363115693013,0.21993127147766323,0.15773809523809523,0.16071428571428573,0.3392857142857143,0.34226190476190477,63.267412603007166,79.15080752127986
AP012551,0.1867612293144208,0.3128447596532703,0.256107171000788,0.24428684003152087,0.18232662192393737,0.3691275167785235,0.21476510067114093,0.23378076062639822,0.09883720930232558,0.18023255813953487,0.3546511627906977,0.36627906976744184,56.956884178640536,67.46781189223354
AP012554,0.3882063882063882,0.44226044226044225,0.07862407862407862,0.09090909090909091,0.30434782608695654,0.532608695652174,0.09782608695652174,0.06521739130434782,0.41935483870967744,0.34408602150537637,0.07526881720430108,0.16129032258064516,30.56788703419589,20.772262124659903
AP012978,0.1937984496124031,0.17054263565891473,0.31007751937984496,0.32558139534883723,0.2335680751173709,0.24882629107981222,0.3345070422535211,0.18309859154929578,0.09433962264150944,0.11949685534591195,0.4716981132075472,0.31446540880503143,65.05711268828249,82.31346219624776
AP013066,0.30210016155088854,0.29079159935379645,0.22294022617124395,0.1841680129240711,0.26094890510948904,0.3448905109489051,0.23905109489051096,0.1551094890510949,0.195906432748538,0.23976608187134502,0.23684210526315788,0.32748538011695905,56.1040492634944,65.49436516151633
AP013105,0.2824601366742597,0.1366742596810934,0.3804100227790433,0.20045558086560364,0.13744075829383887,0.23696682464454977,0.3696682464454976,0.2559241706161137,0.16878172588832488,0.07741116751269035,0.38578680203045684,0.3680203045685279,63.459266396182954,82.24245014305617
AP014521,0.509375,0.39375,0.03125,0.065625,0.6,0.37142857142857144,0.02857142857142857,0.0,0.2727272727272727,0.5681818181818182,0.0,0.1590909090909091,25.06962490771965,12.049407316897229
AP014565,0.2442318514350028,0.3550928531232414,0.19077096229600451,0.20990433314575127,0.2100954979536153,0.43383356070941337,0.17053206002728513,0.1855388813096862,0.1484848484848485,0.3090909090909091,0.12121212121212122,0.4212121212121212,52.155026256764614,56.21466011794846
AP014569,0.386986301369863,0.09931506849315068,0.3732876712328767,0.1404109589041096,0.24186046511627907,0.24496124031007752,0.40930232558139534,0.10387596899224806,0.13333333333333333,0.07692307692307693,0.39487179487179486,0.39487179487179486,66.09057305548266,83.276143228355
AP014583,0.40915697674418605,0.3495639534883721,0.12718023255813954,0.11409883720930232,0.3597122302158273,0.381294964028777,0.1366906474820144,0.1223021582733813,0.38857142857142857,0.36857142857142855,0.10285714285714286,0.14,32.17769270144215,21.630140096119334
AP014624,0.4097444089456869,0.3793929712460064,0.12779552715654952,0.08306709265175719,0.2878228782287823,0.5202952029520295,0.13653136531365315,0.055350553505535055,0.3861003861003861,0.34942084942084944,0.15444015444015444,0.11003861003861004,35.59174183823627,31.217248851243838
AP014633,0.3412204234122042,0.30884184308841844,0.13325031133250312,0.21668742216687423,0.3729508196721312,0.3073770491803279,0.22745901639344263,0.09221311475409837,0.2206148282097649,0.2766726943942134,0.19710669077757687,0.30560578661844484,41.21047691218616,34.72579659348268
AP014648,0.17121588089330025,0.13895781637717122,0.41687344913151364,0.2729528535980149,0.15097690941385436,0.20426287744227353,0.3392539964476021,0.30550621669627,0.1720183486238532,0.11926605504587157,0.3669724770642202,0.34174311926605505,62.84232476604134,77.77875657547061
AP014685,0.19536423841059603,0.17301324503311258,0.3543046357615894,0.277317880794702,0.16585067319461444,0.2686658506731946,0.32252141982864135,0.24296205630354958,0.17005649717514124,0.13954802259887006,0.32033898305084746,0.3700564971751412,63.70241665075839,80.26396127928666
AP014800,0.1559633027522936,0.11926605504587157,0.44495412844036697,0.2798165137614679,0.14579552329098608,0.19177253478523895,0.39080459770114945,0.2716273442226255,0.15469613259668508,0.06906077348066299,0.43646408839779005,0.3397790055248619,66.82816125602547,82.54107282063603
AP014821,0.39478957915831664,0.3717434869739479,0.12174348697394789,0.11172344689378758,0.3120567375886525,0.4148936170212766,0.1524822695035461,0.12056737588652482,0.3250414593698176,0.32172470978441126,0.24543946932006633,0.1077943615257048,33.344810744398856,23.31407430770491
BA000012,0.1981981981981982,0.16516516516516516,0.3933933933933934,0.24324324324324326,0.18652849740932642,0.2421102213848328,0.3193593970796043,0.2520018841262365,0.20925747348119575,0.10607521697203472,0.3490838958534233,0.3355834136933462,62.74706437726396,78.20212561954558
BA000022,0.340080971659919,0.3066801619433198,0.17813765182186234,0.17510121457489877,0.29314420803782504,0.3735224586288416,0.1773049645390071,0.15602836879432624,0.24597701149425288,0.2632183908045977,0.3275862068965517,0.1632183908045977,47.72025510218359,49.882298574919574
BA000028,0.37430854333128455,0.3718500307314075,0.1450522433927474,0.10878918254456055,0.3209302325581395,0.4,0.15813953488372093,0.12093023255813953,0.366412213740458,0.33587786259541985,0.15776081424936386,0.13994910941475827,35.681311368484145,25.853265043173003
BA000039,0.3306878306878307,0.164021164021164,0.3148148148148148,0.19047619047619047,0.17551020408163265,0.3183673469387755,0.30612244897959184,0.2,0.18510158013544017,0.1489841986455982,0.4717832957110609,0.19413092550790068,53.91792993985405,57.37820504815544
BX908798,0.43729189789123196,0.3263041065482797,0.12874583795782463,0.1076581576026637,0.36018957345971564,0.36492890995260663,0.13744075829383887,0.13744075829383887,0.35,0.3181818181818182,0.15,0.18181818181818182,34.717256203755284,27.543035134856844
CP000031,0.17665615141955837,0.12302839116719243,0.42902208201892744,0.27129337539432175,0.15431627196333078,0.23300229182582124,0.3254392666157372,0.2872421695951108,0.21379310344827587,0.07931034482758621,0.4206896551724138,0.28620689655172415,64.22290936690355,80.12634528985195
CP000038,0.21513513513513513,0.3994594594594595,0.2281081081081081,0.1572972972972973,0.1757469244288225,0.48857644991212656,0.1827768014059754,0.15289982425307558,0.13953488372093023,0.26976744186046514,0.2744186046511628,0.31627906976744186,51.009758013290465,54.86777809491924
CP000061,0.4543147208121827,0.39593908629441626,0.0532994923857868,0.09644670050761421,0.2962962962962963,0.5925925925925926,0.07407407407407407,0.037037037037037035,0.3333333333333333,0.48717948717948717,0.07692307692307693,0.10256410256410256,26.88626305428061,19.371994276312602
CP000083,0.287745713090757,0.36930154746967797,0.15391049769970724,0.1890422417398578,0.2986111111111111,0.4513888888888889,0.13541666666666666,0.11458333333333333,0.1898876404494382,0.43820224719101125,0.11910112359550562,0.25280898876404495,38.00542695387089,30.46081482872266
CP000088,0.17318435754189945,0.09497206703910614,0.23743016759776536,0.49441340782122906,0.10366826156299841,0.1379585326953748,0.2894736842105263,0.4688995215311005,0.10485436893203884,0.16116504854368932,0.24271844660194175,0.4912621359223301,67.50285331947377,83.77434685436344
CP000089,0.22884012539184953,0.26489028213166144,0.3322884012539185,0.17398119122257052,0.232037691401649,0.35924617196702,0.23910482921083628,0.1696113074204947,0.16774193548387098,0.18064516129032257,0.33225806451612905,0.3193548387096774,59.24722023752395,69.83350770181697
CP000103,0.28960817717206133,0.27427597955706984,0.252129471890971,0.1839863713798978,0.30952380952380953,0.2694235588972431,0.2518796992481203,0.16917293233082706,0.1939655172413793,0.14655172413793102,0.27586206896551724,0.38362068965517243,53.94264822125698,60.38097430302666
CP000109,0.32105868814729577,0.3532796317606444,0.1565017261219793,0.16915995397008055,0.26143790849673204,0.477124183006536,0.1503267973856209,0.1111111111111111,0.22839506172839505,0.345679012345679,0.19753086419753085,0.22839506172839505,43.12997222924752,41.76347489024347
CP000116,0.2964426877470356,0.11857707509881422,0.43873517786561267,0.14624505928853754,0.22334293948126802,0.15994236311239193,0.3659942363112392,0.2507204610951009,0.1469387755102041,0.1306122448979592,0.3142857142857143,0.40816326530612246,66.06722296893027,83.50812300707801
CP000140,0.35498839907192575,0.33410672853828305,0.2026295436968291,0.10827532869296211,0.2541176470588235,0.45647058823529413,0.18352941176470589,0.10588235294117647,0.3289817232375979,0.24281984334203655,0.23759791122715404,0.1906005221932115,45.05957647485263,51.05677539925933
CP000141,0.48460508701472554,0.22623828647925034,0.1566265060240964,0.13253012048192772,0.48672566371681414,0.18584070796460178,0.1415929203539823,0.18584070796460178,0.21182266009852216,0.32019704433497537,0.28078817733990147,0.18719211822660098,42.04970185549152,39.535416446941035
CP000153,0.40825688073394495,0.30504587155963303,0.1559633027522936,0.13073394495412843,0.31645569620253167,0.4430379746835443,0.17721518987341772,0.06329113924050633,0.3155080213903743,0.36363636363636365,0.1443850267379679,0.17647058823529413,34.46195676613094,25.425114861501307
CP000155,0.24135839902971498,0.2553062462098241,0.2704669496664645,0.23286840509399637,0.19310839913854988,0.35247666905958364,0.24264178033022255,0.21177315147164394,0.22336769759450173,0.2313860252004582,0.2027491408934708,0.3424971363115693,53.86974591515463,61.05746474959016
CP000157,0.2,0.21515151515151515,0.4121212121212121,0.17272727272727273,0.13655761024182078,0.30867709815078237,0.2546230440967283,0.30014224751066854,0.18256130790190736,0.09809264305177112,0.3787465940054496,0.3405994550408719,63.068512035455406,77.17354765752737
CP000158,0.1962864721485411,0.20424403183023873,0.3819628647214854,0.21750663129973474,0.21031746031746032,0.26884920634920634,0.27380952380952384,0.24702380952380953,0.16666666666666666,0.1130952380952381,0.4166666666666667,0.30357142857142855,61.93028325615428,74.14299571325925
CP000232,0.43626062322946174,0.20113314447592068,0.17847025495750707,0.18413597733711048,0.31645569620253167,0.23734177215189872,0.28164556962025317,0.16455696202531644,0.25301204819277107,0.14457831325301204,0.3253012048192771,0.27710843373493976,55.79153707569736,64.43002637918988
CP000238,0.3169811320754717,0.4339622641509434,0.1169811320754717,0.1320754716981132,0.2,0.48,0.12,0.2,0.2463768115942029,0.5797101449275363,0.08695652173913043,0.08695652173913043,33.234770341914974,19.720723690425825
CP000245,0.18877551020408162,0.15816326530612246,0.45408163265306123,0.1989795918367347,0.19125127161749747,0.1525940996948118,0.4150559511698881,0.24109867751780265,0.1125,0.08125,0.34375,0.4625,69.99670531593956,91.31977921211823
CP000252,0.36541143654114366,0.26778242677824265,0.199442119944212,0.16736401673640167,0.33161953727506427,0.2763496143958869,0.1953727506426735,0.19665809768637532,0.3,0.16666666666666666,0.2740740740740741,0.25925925925925924,51.460038373226816,57.04670184084418
CP000264,0.17836812144212524,0.1366223908918406,0.40417457305502846,0.2808349146110057,0.1444007858546169,0.2387033398821218,0.26719056974459726,0.34970530451866405,0.19888475836431227,0.11152416356877323,0.42379182156133827,0.26579925650557623,62.332175460869756,75.41608957612769
CP000267,0.2877959927140255,0.20036429872495445,0.34972677595628415,0.1621129326047359,0.24791318864774625,0.2362270450751252,0.28297161936560933,0.2328881469115192,0.17225950782997762,0.21252796420581654,0.25279642058165547,0.3624161073825503,59.87933375732678,72.1806538037545
CP000282,0.2368573079145003,0.341421143847487,0.18370883882149047,0.23801270941652225,0.2840909090909091,0.38636363636363635,0.20454545454545456,0.125,0.1383495145631068,0.345873786407767,0.1638349514563107,0.35194174757281554,45.82607600427956,44.5828860197993
