Accession,ASC_f,Codon_f,GC,GC3
CP002628,0.19607843137254902,0.18704612365063789,60.393461963311104,73.65026650100693
CP002629,0.2837209302325581,0.26013667425968107,52.89111833046157,61.21289535608213
CP002630,0.12962962962962962,0.1596100278551532,68.07581813061798,87.23943006005747
CP002638,0.19895287958115182,0.12893998878295007,70.8545250986818,89.50584950342642
CP002657,0.22119815668202766,0.1878139534883721,67.98318727162113,88.50981913403375
CP002663,0.23684210526315788,0.23408845738942827,56.920129621833325,64.30819043092237
CP002666,0.05405405405405406,0.08626528692380056,74.72433071501032,95.80570365173895
CP002667,0.2778904665314402,0.333630289532294,39.876866858802494,34.517492353149684
CP002683,0.2889908256880734,0.3251366120218579,42.425450774774525,37.19907099293046
CP002690,0.32234432234432236,0.41502347417840374,33.86623061671051,27.104277667312875
CP002691,0.22986708365910868,0.2960731816153503,47.1331222886286,52.842800375082554
CP002701,0.37579617834394907,0.4369318181818182,25.439887368942856,12.037159717083258
CP002725,0.3538083538083538,0.3555793991416309,41.22960708801931,34.43784294716497
CP002738,0.2424812030075188,0.26049700085689803,51.31004907079445,57.15543575299591
CP002786,0.2079207920792079,0.1866096866096866,62.2442474469851,71.24509272505556
CP002810,0.10344827586206896,0.1224113475177305,73.8877299908699,96.07381311278519
CP002825,0.3187311178247734,0.3591025641025641,30.823216535079524,18.766457653661888
CP002831,0.1882770870337478,0.2726995036273387,46.35995689072886,49.05056982794175
CP002835,0.233502538071066,0.2836705882352941,43.95143870016896,44.07903811635578
CP002858,0.2564102564102564,0.3348148148148148,38.29426222695412,36.61845565568697
CP002859,0.25766871165644173,0.2903861517976032,46.589687914225244,51.97370225285752
CP002874,0.431796801505174,0.42076228686058176,27.218659714329636,16.388133435679702
CP002876,0.312406576980568,0.3031954887218045,45.44306721600743,43.906493157602
CP002899,0.33405639913232105,0.35906432748538014,35.48314982727325,26.591811412139435
CP002901,0.24324324324324326,0.20811428571428572,56.762097157979575,62.72375357586467
CP002902,0.20224719101123595,0.1839041095890411,61.52319042473099,73.99188742560379
CP002930,0.19623655913978494,0.25696902654867254,49.85902300409618,55.46027243078887
CP002955,0.28180961357210177,0.33488843813387426,38.14606753312385,35.33288954623839
CP002959,0.23595505617977527,0.2428074245939675,53.63478455251636,60.161517541701706
CP002961,0.2687713310580205,0.3478023850085179,35.69799077062489,28.614937787665134
CP002976,0.1688888888888889,0.19452830188679246,59.84126456664358,69.7509134952575
CP002985,0.2510822510822511,0.24361233480176211,56.59431242268247,61.571186231401015
CP002987,0.27614571092831963,0.2895129442738043,39.33813903708412,36.8804643334645
CP002991,0.225531914893617,0.3361842105263158,34.341571587788536,26.148057608477504
CP002999,0.25665399239543724,0.3233108108108108,41.357976817746724,43.134497623905794
CP003051,0.14136125654450263,0.17083725305738476,65.64171047051795,81.89928994485561
CP003058,0.19254658385093168,0.23687732342007434,50.020600820415105,54.62587252011619
CP003075,0.18556701030927836,0.20219560878243514,61.36948117247937,74.20036063892825
CP003096,0.23444976076555024,0.29142053445850913,47.05763974928015,50.88311071785386
CP003108,0.2866611433305717,0.3007228915662651,42.85489148111718,40.34934465069333
CP003119,0.16766467065868262,0.15268901013250194,67.01881281631378,83.33684294829469
CP003130,0.20634920634920634,0.2449650136902951,57.90987429894653,69.29417246418967
CP003147,0.22941176470588234,0.2523172628304821,52.372878570111055,56.93904760541019
CP003153,0.17692307692307693,0.15668151447661469,65.36764049193849,84.52197831441879
CP003154,0.183206106870229,0.2023961661341853,62.60696729227073,75.52943991028167
CP003155,0.27906976744186046,0.29979267449896335,46.19729629700798,49.70827914159189
CP003156,0.28776978417266186,0.3372222222222222,40.233501672601165,36.82732904806694
CP003171,0.22153846153846155,0.21597261836851112,61.101960229754305,76.7184051186824
CP003178,0.28667894413750766,0.28229363579080025,44.86974527778479,48.26457814326428
CP003183,0.2833333333333333,0.2379983036471586,59.03407490127308,64.34338868585253
CP003191,0.22849462365591397,0.2856964397251718,46.975954633666916,50.9564003884476
CP003198,0.1937984496124031,0.2922077922077922,47.968065904567965,52.55547500618312
CP003203,0.13852813852813853,0.18514895509115162,62.31679754755363,74.7750781430733
CP003236,0.26153846153846155,0.1603411513859275,68.14500450568593,84.4415716151609
CP003255,0.22372881355932203,0.18058252427184465,60.569620689515816,78.05709970281215
CP003257,0.30446927374301674,0.328328611898017,29.155505920703845,18.08167484599285
CP003260,0.19941348973607037,0.29406593406593406,38.87534094879894,36.052613713285616
CP003264,0.32323232323232326,0.36526315789473685,37.3414012746208,27.188392323273806
CP003273,0.3069207622868606,0.29658570925730376,45.490965042120024,47.308069100825875
CP003280,0.23645320197044334,0.34632124352331606,36.191254451211144,30.75728572378676
CP003281,0.29109159347553326,0.3389305816135084,36.813130645201646,32.51640061801929
CP003283,0.30112359550561796,0.3668402777777778,37.217626892577655,35.26099033834436
CP003313,0.23429951690821257,0.29533527696793005,40.22145367323032,33.91593885172638
CP003315,0.3716216216216216,0.4353982300884956,25.223651385964548,14.74953878545134
CP003345,0.3330739299610895,0.3777499216546537,30.671775485192416,19.626436478305532
CP003346,0.2727272727272727,0.2904119318181818,44.75369291231874,49.09175079701411
CP003349,0.34105960264900664,0.3248488918737408,37.308540121247916,31.80086765244495
CP003350,0.2857142857142857,0.17101135749053542,63.39579925726899,76.58244385578608
CP003359,0.3648068669527897,0.3431034482758621,32.455841359174556,19.639023222832357
CP003360,0.25862068965517243,0.26138668128254317,50.07753722094292,53.97771887036462
CP003364,0.23429541595925296,0.20838876570583886,62.26605778492005,76.39141400760869
CP003379,0.21071428571428572,0.20626432391138275,60.28124711880085,73.29705063907933
CP003382,0.16,0.17614125753660637,63.9743688494036,77.97172687636252
CP003389,0.10245901639344263,0.1468847352024922,69.89692795650744,91.25518636410123
CP003390,0.296875,0.31323119777158775,44.7485983480126,41.461263474348534
CP003403,0.24367088607594936,0.27541818181818184,52.18893013202079,57.35521770207578
CP003415,0.27906976744186046,0.27545909849749584,50.36738942737129,52.601062789440704
CP003418,0.3504587155963303,0.3739669421487603,33.93312429608442,25.96296654488778
CP003422,0.17970660146699266,0.19643122676579924,58.26471788824384,73.0149247366025
CP003466,0.2359882005899705,0.2016921837228042,61.631565779389454,75.06477644447301
CP003470,0.24812030075187969,0.15632183908045977,67.45425974265706,86.3215818477593
CP003488,0.3005405405405405,0.3163553183377812,41.26553885876065,36.21613814687945
CP003493,0.26666666666666666,0.14525959367945823,68.77366205619542,88.51909770935826
CP003495,0.23076923076923078,0.16927756653992396,68.70717851197536,84.48485862174228
CP003532,0.30670926517571884,0.2838709677419355,45.45110682465943,48.70776957271423
CP003546,0.35175879396984927,0.30280898876404494,43.290203096300914,44.793087709472836
CP003549,0.34039480019258544,0.3191210349105086,37.53580373912035,29.562049153826123
CP003557,0.31444759206798867,0.338404452690167,41.328118230015995,43.84270421583452
CP003558,0.28415300546448086,0.2932419196865818,48.51682698289227,48.47886608973726
CP003563,0.1994750656167979,0.1900437636761488,62.091754151458375,75.88194164243626
CP003587,0.20422535211267606,0.2282955094157412,60.53681527923669,71.53652756508654
CP003590,0.29338842975206614,0.295748730964467,45.19333675167948,43.03819184613699
CP003591,0.16879795396419436,0.2293230174081238,58.463087074841845,69.82877648505972
CP003592,0.3592592592592593,0.3318887685084868,46.314761799639506,49.010557632252976
CP003597,0.24117140396210163,0.27243979567015325,44.440269723892115,39.871560948498235
CP003600,0.3149480415667466,0.2903748264692272,45.727220864738676,43.78689290128597
CP003607,0.2182890855457227,0.25867412828239345,47.60109412346252,47.709045324249146
CP003620,0.31452859350850076,0.3193091732729332,40.162060248094555,32.208763169887916
CP003630,0.2481089258698941,0.27617252931323283,46.2148157756402,44.79423404576558
CP003642,0.3268398268398268,0.3081568273997296,42.302429050368666,37.745172810288594
CP003646,0.26795580110497236,0.2935406698564593,43.269437542253925,37.02533418563716
CP003653,0.3549848942598187,0.35489596083231334,35.953260418284586,23.985643983054743
CP003659,0.33714670255720053,0.31338245780841456,38.79613235861583,30.47733053154075
CP003729,0.1925925925925926,0.15097517730496454,71.29150027520464,92.30178445207268
CP003732,0.24533333333333332,0.2598334401024984,53.8840859500173,63.67257208481082
CP003742,0.24611398963730569,0.2286361919153759,55.25670834199473,61.61040805656562
CP003746,0.28012048192771083,0.2238966630785791,55.830657311811684,64.37800530082578
CP003778,0.26104417670682734,0.17332047573127612,64.71417170237184,78.94358383671744
CP003787,0.2956521739130435,0.34661290322580646,35.072108088307566,29.241376921540787
CP003788,0.12834224598930483,0.14224511930585684,69.64986386435099,87.39891311646862
CP003789,0.3256484149855908,0.384251968503937,35.35545263079541,24.887214533849594
CP003796,0.2827586206896552,0.3431952662721893,39.078791911385224,31.939623272030076
CP003801,0.41818181818181815,0.40444444444444444,32.2633351464088,24.48636938429102
CP003837,0.3026729559748428,0.3101671690874212,40.36515937093565,35.81214250047337
CP003870,0.2757009345794392,0.2968220338983051,44.30814140013351,46.157495262988064
CP003876,0.20676691729323307,0.14751474304970513,68.04707711076361,85.32207044648229
CP003879,0.27549668874172184,0.33550325488232347,34.52528927547392,28.44657148377572
CP003915,0.2936170212765957,0.23199688594783963,54.26468342264851,60.1713251164455
CP003926,0.25170068027210885,0.24844649021864212,56.24709917544409,59.82452255907001
CP003943,0.28663793103448276,0.28755919070167885,42.24716173433392,36.69614981320413
CP003944,0.3007299270072993,0.2912028725314183,42.43836564217796,35.923314884861014
CP003945,0.3293591654247392,0.29995702621400944,42.9225420358588,36.93186637312255
CP003946,0.28888888888888886,0.32289815447710185,43.86736117207542,40.818778881897735
CP003947,0.3314659197012138,0.341189111747851,34.95832258776466,25.964975607312162
CP003949,0.19540229885057472,0.16028110359187922,67.37333968568285,83.46822529303743
CP003969,0.1263537906137184,0.10527335640138408,72.10183921459195,92.07888496290387
CP003984,0.1712962962962963,0.225201072386059,53.6388552492882,56.968776763061534
CP003985,0.26476578411405294,0.29807897545357526,45.38701968841373,43.40173614008632
CP003989,0.1968503937007874,0.15010697475395807,66.49738278761228,81.4401820985169
CP004025,0.1377551020408163,0.14364077669902914,69.19217907082749,89.47126440263338
CP004083,0.2851662404092072,0.2996777658431794,48.287140676352195,49.62131716586283
CP004121,0.3447971781305115,0.3610731936926336,29.54141008539174,18.2156686061567
CP004345,0.37163375224416517,0.2672472181906144,51.139440863746884,55.679921727424365
CP004348,0.2986111111111111,0.3068616422947132,46.088907572883876,43.51092181182256
CP004349,0.2975391498881432,0.35856573705179284,30.588450210942252,19.146865379757102
CP004372,0.2413793103448276,0.1469055374592834,65.74240058462343,82.04848508420692
CP004388,0.3275,0.23716951788491447,54.85013885945151,60.8492549376389
CP004393,0.18181818181818182,0.14250111259457054,66.00825107830354,83.76106714571941
CP004856,0.1900647948164147,0.2513960703205791,42.84843123226726,42.67804120268466
CP005094,0.18691588785046728,0.16024016010673783,65.6755124972747,81.5730660616583
CP005383,0.24579124579124578,0.284916864608076,41.047341198519696,36.80591735150218
CP005384,0.2944550669216061,0.32923976608187133,40.05979163261268,33.29125144265007
CP005964,0.24929178470254956,0.2854947166186359,47.03878040354833,45.690895617986754
CP005990,0.3026315789473684,0.18645833333333334,63.857427810514835,74.88197416209238
CP005996,0.23703703703703705,0.3132404181184669,41.83728920453198,36.562331152446745
CP006265,0.332624867162593,0.34830188679245283,42.443393892002376,39.73417289948432
CP006272,0.17578125,0.16592391304347825,70.35507730263562,89.51215694099875
CP006566,0.24067796610169492,0.23498659517426274,56.195318132915915,66.54012504876987
CP006569,0.18994413407821228,0.1830023828435266,57.47393369356759,67.20460837056719
CP006587,0.24666666666666667,0.22226017648733276,61.92970059088556,81.16750941022241
CP006597,0.23361344537815126,0.26415792720542874,38.01157079598829,29.837253372870286
CP006617,0.33212996389891697,0.3207150368033649,41.644697144569584,38.16307476668408
CP006644,0.21397379912663755,0.1759349593495935,66.78083764522678,83.06973025059443
CP006650,0.16326530612244897,0.17192575406032481,63.38539938629816,76.3988145803872
CP006664,0.24597701149425288,0.2047360248447205,58.718518079405534,68.34220100354395
CP006696,0.32228915662650603,0.2745,52.10373870747615,54.0578794729741
CP006704,0.17427385892116182,0.20124328906470754,61.87228699806011,76.26836289414923
CP006734,0.11956521739130435,0.17271468144044322,68.34535801948914,86.10440429713731
CP006772,0.31761006289308175,0.34812362030905075,41.491431915386045,40.955182905046904
CP006773,0.23430962343096234,0.17920318725099602,62.36900769620497,75.5478647486731
CP006842,0.1952662721893491,0.18997134670487106,64.81654437051148,79.35615019705926
CP006866,0.168141592920354,0.23577064702788006,47.239218821848844,48.29798861768181
CP006914,0.19318181818181818,0.27752808988764044,43.151248876847866,44.42254157393535
CP006939,0.2275449101796407,0.2336962156557802,51.86034252952444,56.881119859009765
CP006949,0.2317596566523605,0.3120665742024965,46.932018903891766,47.585229542158885
CP006955,0.24439918533604887,0.2909218859957776,41.06930896404302,34.2478526593237
CP006958,0.22009569377990432,0.14377510040160643,67.5320157568155,86.99919284055
CP007028,0.2777777777777778,0.3090909090909091,45.1919315572205,48.525852618158844
CP007030,0.2509505703422053,0.3063063063063063,45.91219532987793,42.88806589585989
CP007031,0.20238095238095238,0.1361803084223013,67.8640908234527,86.23914756643725
CP007034,0.26126126126126126,0.25901183020180935,51.66991890423211,64.89434077805666
CP007035,0.28019323671497587,0.29396325459317585,45.23746722349209,48.22710674914191
CP007044,0.28194444444444444,0.27338626164998275,50.87880633717935,54.7452283465446
CP007051,0.2958579881656805,0.3891891891891892,32.07531900861388,23.53700412771709
CP007053,0.25732899022801303,0.1801009372746936,63.56910958175921,78.38258075803702
CP007062,0.27454242928452577,0.3526315789473684,26.96668687094253,12.956517015645739
CP007128,0.1865671641791045,0.12918492550394392,72.56090386060356,94.21272680715516
CP007139,0.13649025069637882,0.2022517911975435,60.8266775132355,74.70310621512984
CP007142,0.27958236658932717,0.2795829713292789,48.632781646702824,48.15526029451654
CP007152,0.23876404494382023,0.2204358353510896,57.07940505990211,66.06776145067559
CP007155,0.1574074074074074,0.156140350877193,70.59600244092968,91.27290067194932
CP007161,0.24387527839643652,0.2881207787048073,37.630336392333675,30.971596740109565
CP007201,0.21515151515151515,0.33862696443341606,40.89826304448522,38.89443801110675
CP007202,0.26614173228346455,0.3530704589528119,33.533949599060044,25.602686192336186
CP007444,0.18181818181818182,0.19583190980526136,64.22549157484235,80.36732536617014
CP007445,0.3432343234323432,0.3725123694337548,33.61728247200431,23.01745556987857
CP007446,0.3333333333333333,0.34314465408805034,41.265944561226405,35.93210878747006
CP007447,0.29782608695652174,0.3261587639850826,32.76461269538065,22.837218363115827
CP007451,0.2803970223325062,0.2934530490086046,41.31110710580029,41.74007240439233
CP007481,0.32575757575757575,0.3185053380782918,41.69313030969248,40.48031791456713
CP007519,0.18666666666666668,0.21479915433403807,59.501366324693485,69.92251068083428
CP007566,0.21157684630738524,0.1913576046274243,60.81675030419831,80.13894882423114
CP008788,0.2616822429906542,0.24116161616161616,55.91356898925424,65.46873306078662
CP008796,0.2,0.3483271375464684,36.976097548531925,31.994804723997284
CP008802,0.175,0.1745631067961165,62.19183385773022,72.56853021012098
CP008803,0.25842696629213485,0.24341488807912545,58.73526537989287,72.73222726377944
CP008804,0.33642691415313225,0.32522897585345545,41.485378297724615,37.617035142518624
CP008876,0.21837088388214904,0.25174234424498415,42.89902979467948,39.81139382766129
CP008889,0.1415929203539823,0.15474271543707377,69.12715362488407,88.89737637006021
CP009056,0.38342696629213485,0.37848716169326857,34.11906545617566,23.464886117265397
CP009122,0.23853211009174313,0.20828558836491848,63.852976138981546,77.8523576454288
CP009129,0.20880681818181818,0.26443556443556443,39.337963397465984,32.747774802195735
CP009159,0.2618629173989455,0.29245773732119634,40.21517446048486,34.327891206690964
CP009217,0.37844036697247707,0.36328502415458935,30.772110339135217,20.76253209947903
CP009257,0.1892430278884462,0.31946257197696737,39.04102432934414,30.15086226840688
CP009291,0.18421052631578946,0.18030382399161865,63.498786030225865,78.0663982712248
CP009301,0.3094017094017094,0.341991341991342,38.160626280072236,30.365542562313244
CP009302,0.2676056338028169,0.1836734693877551,63.56247518546403,83.53319656943042
CP009415,0.2631578947368421,0.33893491124260355,31.341301460823374,21.277411938002068
CP009416,0.22963951935914553,0.2743695552498854,42.71028162297142,39.83530548533074
CP009440,0.37425149700598803,0.40052219321148824,32.409575622032754,21.4825863517748
CP009450,0.23390557939914164,0.2148804934464148,59.1055762813133,72.33070462626006
CP009460,0.2910714285714286,0.24154696132596684,56.863072615393875,68.07878806747625
CP009495,0.1848341232227488,0.17616,67.40296010338368,84.61730506030531
CP009621,0.21058091286307054,0.2857234520372153,47.34426512808975,51.92752259368553
CP009706,0.2543978349120433,0.2944652206432311,48.99027546930956,51.35022858506081
CP009761,0.2956521739130435,0.35543328748280606,28.613425002566057,17.410806851371895
CP009962,0.2693498452012384,0.24416135881104034,56.14760476071163,66.21716450862586
CP010049,0.431924882629108,0.4393805309734513,27.355738170917643,17.029503677460873
CP010310,0.16666666666666666,0.16059322033898304,64.29510358627456,81.17188358366714
CP010311,0.26582278481012656,0.2420281690140845,57.04724152307436,67.55180398221856
CP010327,0.29619047619047617,0.3360490582566798,34.07937116047691,27.123549940749196
CP010557,0.21705426356589147,0.21298882681564246,57.46663735384941,69.14456304873171
CP010803,0.1918819188191882,0.19552110249784668,62.136990680531866,77.8443506851579
CP010812,0.20642978003384094,0.27829150154117127,47.68660014489405,48.187630250539605
CP010820,0.24955436720142601,0.2830904778041342,37.62160160155614,29.650119823560072
CP010848,0.20610687022900764,0.19829059829059828,61.482170590579855,69.55944402868448
CP010954,0.1722488038277512,0.19447878038730942,64.78577951884652,80.67182055757047
CP010978,0.2857142857142857,0.3018773466833542,39.51025272003354,32.877419508684575
CP011047,0.25646551724137934,0.2302562017080114,56.713449553506614,65.83429011834907
CP011052,0.23889739663093415,0.2672712283594394,54.34229363544384,58.664819914587355
CP011132,0.2717041800643087,0.2507947721653126,53.42132434919108,60.23980933525132
CP011144,0.1414141414141414,0.15241280458671763,70.24472469756303,91.83574093071088
CP011265,0.19642857142857142,0.21321488062187674,61.27703074231442,74.69959872193375
CP011280,0.25,0.3096774193548387,28.43197837356716,16.524129169310495
CP011301,0.18181818181818182,0.13680851063829788,66.99219674934137,85.48284691326599
CR522870,0.21166306695464362,0.2791052364006101,46.81120389126019,46.78685577190412
CR767821,0.4339622641509434,0.41426491994177583,27.478789597422765,18.674138485802537
CU207211,0.2693409742120344,0.24900918318028034,54.294927411590145,61.30129436415914
CU207366,0.2804005722460658,0.35886375591793795,36.610762505380464,31.07975083762683
FM162591,0.3352999016715831,0.32033650329188,42.15263441378232,36.81975898763724
FM178379,0.29112081513828236,0.323027027027027,39.228369118524945,31.254816338978802
FO082060,0.2355848434925865,0.2827725982975274,48.74592356611492,52.42586155003232
FO117623,0.18803418803418803,0.11415384615384615,72.94799952413575,91.9446512707162
FO203355,0.2488822652757079,0.24106844741235392,54.98448319795764,61.940331818012474
FO203431,0.11818181818181818,0.11656891495601172,74.13113438628203,94.01517662195404
FO203503,0.2812105926860025,0.3129622104835433,41.44885295133328,40.78723575017433
FO538765,0.23121387283236994,0.21708428246013667,59.47292758299727,71.77968637236609
FO818637,0.3340782122905028,0.30363569592361367,44.774330728468335,41.68672780239337
FP236843,0.20426287744227353,0.223982398239824,55.19723177692024,63.47612325971228
FP475956,0.17532467532467533,0.19400113186191284,63.668369718662085,77.31274925107616
FP476056,0.24838292367399742,0.30711175616835995,42.77961255494673,45.41348238789777
FP565814,0.15671641791044777,0.16441881100266192,66.11764172814244,82.8042930616612
FP929032,0.22021660649819494,0.21944106925880924,55.819374238205285,74.21941920187335
FP929038,0.22146507666098808,0.2831389183457052,42.42908288632823,43.118306571633816
FP929045,0.1572700296735905,0.22488986784140969,55.57136564553089,72.34881549886967
FP929047,0.1919191919191919,0.15385629531970996,60.42643309824608,87.4344736461488
FP929048,0.3124231242312423,0.3399585921325052,30.50619519642633,18.804759394940334
FP929050,0.22929936305732485,0.2664236902050114,41.463507385871054,42.52302952095524
FP929054,0.24115755627009647,0.28276573787409703,41.74945462277887,40.67013820440939
FP929056,0.19230769230769232,0.17290076335877863,56.73042843377256,83.21353855091267
FP929061,0.25882352941176473,0.304256712508186,36.27636937088495,31.75870431037972
FP929062,0.20267686424474188,0.2504016064257028,46.35469950180782,55.6808931147055
FQ312005,0.2779220779220779,0.3297777777777778,36.74728232477176,31.156230803996035
FQ859181,0.2,0.21787624140565318,59.17104429022804,69.05644074984822
FR872580,0.27331887201735355,0.3263537906137184,39.02885805578276,32.766354495948875
FR872582,0.22742474916387959,0.3426371511068335,41.776290621017914,37.52485635809864
HE717023,0.25192519251925194,0.27065462753950337,41.823124767505284,38.78176693885309
HE804045,0.22330097087378642,0.1268462206776716,72.19005981740804,92.45511871742411
HE956757,0.19680851063829788,0.18909626719056974,63.35480266833164,76.84116907436655
HE983995,0.27692307692307694,0.336271186440678,36.62270467687937,29.694378249161563
HE999757,0.21690140845070421,0.2820404721753794,34.526311521755325,24.558119673318657
HF563609,0.2732049036777583,0.3298365122615804,37.5320687861883,32.345363804424146
HF571988,0.2972972972972973,0.3080965909090909,47.29985573455644,46.77191886852518
HF680312,0.2513181019332162,0.28736951983298537,46.62558847116874,44.60272517937761
HF951689,0.14396887159533073,0.24534803583735354,54.40961691004959,59.36590958805203
HG315671,0.2974537037037037,0.3605423094904161,33.27716485153783,24.49924820932333
HG322949,0.2770137524557957,0.20977323538805492,61.04793056851058,74.54066962142373
HG530068,0.17763157894736842,0.162148070907195,62.00780052917474,84.45850343721993
HG934468,0.2793594306049822,0.30433275563258233,44.89917684561958,48.977155781453355
HG938353,0.21818181818181817,0.21641791044776118,61.48098887211212,77.01995813690445
LK028559,0.2646048109965636,0.3152798789712557,31.29013559151167,21.093615602593662
LN614827,0.30984204131227217,0.32270916334661354,38.290419156664626,30.697676770316328
LN614830,0.2956081081081081,0.31491584445734183,40.45678767672056,34.63316066954526
