Accession,+4T_f,TAAT_f,TGAT_f,TAGT_f,codonT_f,GC,GC3
AE000657,0.32326283987915405,0.1836734693877551,0.125,0.2222222222222222,0.3564954682779456,43.476167301066496,47.18621732053671
AE014184,0.27486910994764396,0.20512820512820512,0.4230769230769231,0.16666666666666666,0.31518324607329845,46.331997200483556,43.31984798362862
AE015928,0.32936646832341615,0.27689243027888444,0.28174603174603174,0.26804123711340205,0.304095204760238,42.83717823940185,44.58875565762742
AE016825,0.19947702652222637,0.27631578947368424,0.21678321678321677,0.19402985074626866,0.17997758685095255,64.83374306473475,83.15720006089714
AE017282,0.1929567131327953,0.25,0.16923076923076924,0.17647058823529413,0.18855465884079237,63.58457295840506,77.96001192983474
AL935263,0.3900851276915373,0.3388888888888889,0.3291139240506329,0.3816793893129771,0.28112168252378567,44.46688649939107,45.13685216456338
AM180252,0.4658792650918635,0.4,0.4807692307692308,0.5340909090909091,0.40183727034120736,33.2844865496402,18.680945512211654
AM236080,0.24216621253405995,0.2236842105263158,0.23645320197044334,0.07575757575757576,0.20633514986376023,61.09037476108047,75.9558218001485
AM260479,0.1852688657930411,0.25,0.2,0.16129032258064516,0.1465883416177135,66.46591142419408,85.22432239106415
AM260525,0.2736280487804878,0.26732673267326734,0.37142857142857144,0.23333333333333334,0.3429878048780488,38.856063299022054,30.077139499859406
AM494475,0.34059633027522934,0.37104072398190047,0.5978260869565217,0.23684210526315788,0.3798165137614679,30.5310497961732,21.365218147233982
AM711867,0.2414448669201521,0.25,0.2558139534883721,0.1111111111111111,0.10164765525982256,72.66422692563216,94.7975161479547
AM743169,0.2589900535577659,0.3,0.3619047619047619,0.3924050632911392,0.16044376434583016,66.32404518043852,83.25334333965804
AM889285,0.2023745277927685,0.11904761904761904,0.27884615384615385,0.17391304347826086,0.17733405288720994,66.43110337985524,80.11588632313429
AM902716,0.18799368088467613,0.36,0.23076923076923078,0.14285714285714285,0.16729857819905214,65.48282415680934,81.62050779849977
AM942759,0.5149779735682819,0.32974910394265233,0.4956896551724138,0.28110599078341014,0.3497797356828194,38.89968663300527,30.75245291987967
AM999887,0.35772357723577236,0.24516129032258063,0.22641509433962265,0.30120481927710846,0.35420054200542006,34.19024523509989,26.635196840406515
AP006628,0.38593481989708406,0.25301204819277107,0.35714285714285715,0.32,0.35780445969125213,27.75984301810356,19.896437816443562
AP006840,0.13579049466537343,0.11538461538461539,0.23958333333333334,0.09090909090909091,0.13084384093113482,68.6684043088666,89.4912651578391
AP007255,0.24005819592628516,0.2,0.265625,0.08333333333333333,0.20552861299709022,65.093510400737,83.14199548369172
AP008230,0.2579010137149672,0.26914660831509846,0.2316715542521994,0.25118483412322273,0.26929039952295764,47.35989345501921,50.59483233199998
AP008955,0.2712321380425991,0.1786743515850144,0.25142857142857145,0.18487394957983194,0.23413318953895929,47.2735528479921,49.388060253065156
AP008971,0.40843214756258234,0.26519337016574585,0.32,0.1643835616438356,0.3172595520421607,32.3127743623778,26.650776270876232
AP009152,0.12238219895287958,0.0,0.125,0.0,0.09712041884816754,71.16380109284755,92.56099655074152
AP009153,0.2576530612244898,0.10526315789473684,0.3333333333333333,0.1702127659574468,0.18010204081632653,64.27436141406316,76.88042010162982
AP009178,0.3548387096774194,0.22033898305084745,0.2,0.22580645161290322,0.3370967741935484,39.688625407429775,36.53261266972793
AP009179,0.3221110100090992,0.275,0.32222222222222224,0.325,0.3252047315741583,43.87148618201701,46.96062298295081
AP009380,0.28988941548183256,0.21794871794871795,0.2463768115942029,0.28846153846153844,0.2541864139020537,48.359283634112224,53.05509468872864
AP009384,0.17897178198685737,0.14285714285714285,0.17647058823529413,0.07692307692307693,0.14928488596830305,67.31902211118089,85.58033965760337
AP009389,0.21067738231917335,0.17886178861788618,0.16666666666666666,0.17567567567567569,0.25889781859931116,52.96110399537247,62.3289097746804
AP009484,0.39302112029384756,0.33191489361702126,0.216,0.23684210526315788,0.30486685032139577,36.87685627905118,30.775165231510314
AP009510,0.30078125,0.26136363636363635,0.2553191489361702,0.21875,0.35,35.20740200576095,30.40007037897882
AP009552,0.28160067753546475,0.3409090909090909,0.3495702005730659,0.23823529411764705,0.30345119627355494,42.33063114485447,39.50931745666048
AP010904,0.2010016694490818,0.14285714285714285,0.2191780821917808,0.2777777777777778,0.18777963272120202,62.769421550751524,77.06766538646693
AP010946,0.1948917268184342,0.24,0.21739130434782608,0.043478260869565216,0.1617990005552471,67.76023397993896,87.04108079465419
AP010953,0.40994962216624686,0.23096446700507614,0.36259541984732824,0.2396694214876033,0.2693324937027708,50.68482282649143,52.79602195346696
AP010968,0.0663265306122449,0.16666666666666666,0.19463087248322147,0.17647058823529413,0.08759811616954474,74.19750348332366,95.43552890821465
AP011112,0.25622775800711745,0.2,0.05,0.1111111111111111,0.3195729537366548,44.000263892354866,46.140012543177605
AP011121,0.2657439446366782,0.14074074074074075,0.21176470588235294,0.10638297872340426,0.27100346020761246,53.03682379505382,53.06410333113375
AP011529,0.3390119250425894,0.34,0.37209302325581395,0.225,0.35809199318568996,31.118260965301925,22.211041788684792
AP011615,0.32622840475656273,0.41040462427745666,0.3806146572104019,0.20555555555555555,0.26748934260713486,43.650355346998246,41.46555477408334
AP012027,0.3763975155279503,0.175,0.36507936507936506,0.19607843137254902,0.3227329192546584,36.55623983118011,28.019531441606464
AP012029,0.20946470131885184,0.3020833333333333,0.18888888888888888,0.15384615384615385,0.27494181536074475,53.84967293987223,61.151795580452166
AP012035,0.2165991902834008,0.19047619047619047,0.2923076923076923,0.0,0.15465587044534412,67.5791744356647,83.28976118847989
AP012044,0.2433881343817012,0.15481171548117154,0.26011560693641617,0.16822429906542055,0.2516082916368835,53.32115202687688,62.44762599576779
AP012046,0.31430325352977284,0.2440944881889764,0.29927007299270075,0.2890625,0.30521792510742785,36.0410813510645,27.72117933022902
AP012050,0.4071072319201995,0.26054590570719605,0.3425414364640884,0.3959731543624161,0.3134663341645885,35.71827205908107,26.499942957190925
AP012051,0.32919254658385094,0.26732673267326734,0.20512820512820512,0.3888888888888889,0.3325051759834369,35.37487573029511,28.8596832483386
AP012052,0.13061435209086217,0.0,0.10638297872340426,0.0,0.13154362416107382,70.27840545811512,89.51635710263977
AP012057,0.16957279860505667,0.0,0.2261904761904762,0.1111111111111111,0.15248474280732346,67.29244721885163,85.35204110605888
AP012157,0.4051691372101862,0.26014760147601473,0.2846441947565543,0.33962264150943394,0.2988977575066515,38.60316874875766,32.68874104181474
AP012200,0.3736075407026564,0.30959752321981426,0.3394495412844037,0.27927927927927926,0.3535561268209083,31.427530414899095,20.912233770188518
AP012204,0.19716814159292034,0.25,0.22598870056497175,0.20454545454545456,0.17564601769911503,67.2675393441247,83.09199829566528
AP012224,0.17742590336987413,0.14516129032258066,0.216,0.15384615384615385,0.17645148193260252,64.35657091688313,83.4582862067788
AP012273,0.309727626459144,0.28846153846153844,0.23300970873786409,0.10256410256410256,0.2354863813229572,56.27233867427217,64.736231939811
AP012292,0.3193787981093856,0.2663316582914573,0.23703703703703705,0.1836734693877551,0.2665766374071573,50.678134821285894,58.98123748705875
AP012304,0.2144601856375183,0.14634146341463414,0.19767441860465115,0.1836734693877551,0.17254518808011723,65.1013369765916,81.96821673440803
AP012320,0.13777777777777778,0.35714285714285715,0.10416666666666667,0.25,0.12711111111111112,71.24314405801177,90.89008540983318
AP012331,0.2294484911550468,0.30612244897959184,0.28865979381443296,0.3023255813953488,0.17700312174817898,64.63092877381744,85.40830215340151
AP012333,0.20829406220546653,0.21568627450980393,0.2553191489361702,0.11764705882352941,0.22431668237511782,58.31297660267276,73.04844261105163
AP012334,0.2555438225976769,0.2358490566037736,0.3037974683544304,0.3582089552238806,0.270960929250264,48.63343237690101,48.528931928920855
AP012337,0.17136329017517135,0.21348314606741572,0.24675324675324675,0.17391304347826086,0.22505712109672504,58.76714546695322,69.23173987284495
AP012338,0.11875843454790823,0.0,0.06451612903225806,0.0,0.11219073324336483,73.28780179978833,93.48250813834655
AP012342,0.28810853950518756,0.1724137931034483,0.3888888888888889,0.15151515151515152,0.2758180367118915,50.047547643363764,52.8600203553081
AP012492,0.22606924643584522,0.18902439024390244,0.3382352941176471,0.1414141414141414,0.33828920570264764,38.343488993942316,35.024781844645304
AP012495,0.2976164913034142,0.23925233644859814,0.26244343891402716,0.23166023166023167,0.27537041013528024,45.7271863180528,46.68717826815462
AP012547,0.24671916010498687,0.1111111111111111,0.22549019607843138,0.14285714285714285,0.2064304461942257,63.267412603007166,79.15080752127986
AP012551,0.3060843598357596,0.2,0.24528301886792453,0.17105263157894737,0.21866368047779022,56.956884178640536,67.46781189223354
AP012554,0.4408783783783784,0.3785310734463277,0.55,0.2916666666666667,0.3989864864864865,30.56788703419589,20.772262124659903
AP012978,0.2219298245614035,0.19047619047619047,0.20930232558139536,0.06666666666666667,0.17701754385964913,65.05711268828249,82.31346219624776
AP013066,0.2988734261100066,0.248,0.23684210526315788,0.2564102564102564,0.2579191517561299,56.1040492634944,65.49436516151633
AP013105,0.11891515994436717,0.25,0.18518518518518517,0.225,0.20737134909596663,63.459266396182954,82.24245014305617
AP014521,0.41102756892230574,0.4064516129032258,0.2222222222222222,0.4827586206896552,0.44160401002506267,25.06962490771965,12.049407316897229
AP014565,0.3700704225352113,0.2555205047318612,0.28879310344827586,0.2595419847328244,0.26274647887323943,52.155026256764614,56.21466011794846
AP014569,0.1784452296819788,0.09523809523809523,0.25,0.0,0.1726148409893993,66.09057305548266,83.276143228355
AP014583,0.3554959785522788,0.30357142857142855,0.34375,0.3230769230769231,0.34884718498659517,32.17769270144215,21.630140096119334
AP014624,0.386273914363802,0.27225130890052357,0.2724014336917563,0.26865671641791045,0.33331308836926815,35.59174183823627,31.217248851243838
AP014633,0.3018511522478277,0.2732793522267207,0.34523809523809523,0.1976284584980237,0.31038911975821687,41.21047691218616,34.72579659348268
AP014648,0.14961915125136016,0.15384615384615385,0.15306122448979592,0.12727272727272726,0.18879216539717084,62.84232476604134,77.77875657547061
AP014685,0.21357668908101185,0.20909090909090908,0.28901734104046245,0.1597222222222222,0.19279538904899135,63.70241665075839,80.26396127928666
AP014800,0.16480071652485445,0.25,0.14130434782608695,0.10344827586206896,0.1502910882221227,66.82816125602547,82.54107282063603
AP014821,0.3654980909406456,0.3440702781844802,0.2901960784313726,0.31275720164609055,0.34432488719194726,33.344810744398856,23.31407430770491
BA000012,0.1918452692106639,0.15384615384615385,0.2648648648648649,0.1388888888888889,0.19958180867746994,62.74706437726396,78.20212561954558
BA000022,0.3024989039894783,0.3346153846153846,0.30808080808080807,0.3129251700680272,0.3042525208241999,47.72025510218359,49.882298574919574
BA000028,0.36823266219239376,0.291497975708502,0.33191489361702126,0.30303030303030304,0.3049664429530201,35.681311368484145,25.853265043173003
BA000039,0.19324577861163228,0.23076923076923078,0.20512820512820512,0.1044776119402985,0.2624765478424015,53.91792993985405,57.37820504815544
BX908798,0.3310810810810811,0.2646048109965636,0.3333333333333333,0.2268041237113402,0.3653153153153153,34.717256203755284,27.543035134856844
CP000031,0.19154488517745302,0.2222222222222222,0.22784810126582278,0.2,0.16805845511482254,64.22290936690355,80.12634528985195
CP000038,0.40812452543659833,0.22545454545454546,0.35294117647058826,0.28421052631578947,0.24441913439635535,51.009758013290465,54.86777809491924
CP000061,0.42505133470225875,0.38271604938271603,0.4642857142857143,0.38461538461538464,0.37084188911704313,26.88626305428061,19.371994276312602
CP000083,0.39310731297282153,0.30561555075593955,0.35855263157894735,0.35964912280701755,0.33465956850658446,38.00542695387089,30.46081482872266
CP000088,0.13634226610249178,0.05555555555555555,0.1111111111111111,0.034482758620689655,0.153267512929008,67.50285331947377,83.77434685436344
CP000089,0.29493600445186424,0.265625,0.2336448598130841,0.23333333333333334,0.2261547022815804,59.24722023752395,69.83350770181697
CP000103,0.24012979989183342,0.2261904761904762,0.2857142857142857,0.18571428571428572,0.24413196322336397,53.94264822125698,60.38097430302666
CP000109,0.36824324324324326,0.2198952879581152,0.21495327102803738,0.25,0.3064189189189189,43.12997222924752,41.76347489024347
CP000116,0.14513422818791946,0.05263157894736842,0.2,0.1111111111111111,0.15771812080536912,66.06722296893027,83.50812300707801
CP000140,0.34221799143265114,0.3021148036253776,0.367816091954023,0.19270833333333334,0.3113755354593051,45.05957647485263,51.05677539925933
CP000141,0.2398871119473189,0.23113207547169812,0.2711864406779661,0.1864406779661017,0.31025399811853244,42.04970185549152,39.535416446941035
CP000153,0.33618233618233617,0.2229299363057325,0.3157894736842105,0.2676056338028169,0.34985754985754985,34.46195676613094,25.425114861501307
CP000155,0.28454661558109834,0.2515151515151515,0.2290909090909091,0.19553072625698323,0.24209450830140486,53.86974591515463,61.05746474959016
CP000157,0.23142857142857143,0.2692307692307692,0.2459016393442623,0.2727272727272727,0.18971428571428572,63.068512035455406,77.17354765752737
CP000158,0.22428820453224868,0.12244897959183673,0.14583333333333334,0.0967741935483871,0.19535153980244044,61.93028325615428,74.14299571325925
CP000232,0.19276270006958943,0.2606060606060606,0.25773195876288657,0.175,0.24217118997912318,55.79153707569736,64.43002637918988
CP000238,0.46518105849582175,0.45038167938931295,0.3448275862068966,0.38333333333333336,0.40668523676880225,33.234770341914974,19.720723690425825
CP000245,0.1380920613742495,0.2727272727272727,0.10638297872340426,0.05555555555555555,0.14689793195463643,69.99670531593956,91.31977921211823
CP000252,0.25609065155807365,0.29850746268656714,0.29545454545454547,0.35714285714285715,0.25359773371104816,51.460038373226816,57.04670184084418
CP000264,0.1800288046087374,0.2903225806451613,0.2796610169491525,0.07894736842105263,0.1830052808449352,62.332175460869756,75.41608957612769
CP000267,0.22242479489516864,0.22388059701492538,0.23163841807909605,0.175,0.2283500455788514,59.87933375732678,72.1806538037545
CP000282,0.34566093006224824,0.2599118942731278,0.2777777777777778,0.25675675675675674,0.28773343097766385,45.82607600427956,44.5828860197993
CP000284,0.2841147655703289,0.3333333333333333,0.2896551724137931,0.1724137931034483,0.242407277816655,55.71908220615934,64.99896280610056
CP000285,0.19774590163934427,0.18181818181818182,0.20192307692307693,0.16666666666666666,0.1701844262295082,63.91185638668967,79.91249954817198
CP000316,0.18353800199137071,0.17721518987341772,0.20320855614973263,0.1896551724137931,0.19887155658811814,62.47230909815348,77.09299266599201
CP000319,0.20628150445909268,0.19753086419753085,0.2913907284768212,0.08620689655172414,0.20953858084528887,61.713781836805225,75.70930010645063
CP000352,0.2439909297052154,0.21621621621621623,0.1792452830188679,0.21153846153846154,0.18340136054421768,63.820295314082756,79.09870616890429
CP000360,0.21598826549321598,0.14130434782608695,0.15602836879432624,0.2235294117647059,0.2275027502750275,58.38384331781577,71.79140257261432
CP000377,0.2440771349862259,0.1,0.2713178294573643,0.15,0.19140495867768595,60.412916463861535,71.26991283602997
CP000383,0.413109098749461,0.3050847457627119,0.27631578947368424,0.36,0.3275549805950841,38.84645420098899,35.52122903381832
CP000386,0.09107468123861566,0.25,0.10526315789473684,0.15384615384615385,0.1448087431693989,70.47658403570273,91.23163201373471
CP000387,0.3117378048780488,0.17857142857142858,0.296,0.13043478260869565,0.2916158536585366,43.4002181344688,42.92532747553288
CP000388,0.33392603129445236,0.20238095238095238,0.30434782608695654,0.2594142259414226,0.2955903271692745,44.61609348747495,43.713301961934846
CP000390,0.19531615925058549,0.18333333333333332,0.2066115702479339,0.1044776119402985,0.19512880562060889,61.06678699297397,72.55384668026387
CP000393,0.343115676204451,0.3076923076923077,0.3039772727272727,0.3204633204633205,0.3405722670579604,34.143356453871355,25.13635559598903
CP000411,0.44127332601536773,0.36180904522613067,0.4583333333333333,0.38181818181818183,0.37672886937431393,37.88888283571569,33.76575792724595
CP000414,0.38185085354896675,0.23651452282157676,0.3448275862068966,0.3978494623655914,0.32075471698113206,37.71033695121066,30.33467860372307
CP000422,0.3691073219658977,0.21923076923076923,0.20588235294117646,0.32857142857142857,0.29568706118355065,37.357828886583455,29.55305813629921
CP000448,0.27300613496932513,0.22357723577235772,0.2727272727272727,0.1935483870967742,0.2766871165644172,44.86592341448712,46.00755658267348
CP000449,0.24538258575197888,0.18518518518518517,0.2631578947368421,0.08333333333333333,0.19815303430079156,62.72763433646602,75.510574803482
CP000453,0.1670235546038544,0.18518518518518517,0.16666666666666666,0.125,0.1351891506067095,67.53125206047478,85.30676977140472
CP000471,0.25320371188687585,0.17105263157894737,0.14285714285714285,0.15151515151515152,0.23163941670349095,54.16747800281423,59.88428780616274
CP000473,0.1806366047745358,0.19230769230769232,0.23481781376518218,0.16129032258064516,0.2069496021220159,61.90245684170811,75.52030470556426
CP000478,0.20390070921985815,0.25,0.1888111888111888,0.037037037037037035,0.18475177304964538,59.94872802991272,74.24832713519152
CP000481,0.15170008718395817,0.1,0.14285714285714285,0.16666666666666666,0.14088927637314735,66.907355721617,78.94598173111915
CP000482,0.20833333333333334,0.23529411764705882,0.2733812949640288,0.13846153846153847,0.21024904214559387,59.024176646706586,73.98205392137992
CP000492,0.28247162673392184,0.2440944881889764,0.348993288590604,0.2682926829268293,0.2759142496847415,48.35144813079669,50.67711844794025
CP000509,0.13033061811212265,0.0,0.14444444444444443,0.3333333333333333,0.13339722089123143,71.65195409187281,92.81406721874863
CP000510,0.3863187030446817,0.2523020257826888,0.3696682464454976,0.22285714285714286,0.3125345986555951,40.08627514969522,35.57629688729763
CP000513,0.39889705882352944,0.203125,0.44,0.1875,0.3099264705882353,44.39572461942635,40.5495198271762
CP000542,0.23768006065200908,0.21052631578947367,0.24806201550387597,0.24242424242424243,0.16383623957543594,65.27908838713583,80.90000850352706
CP000544,0.16361886429258904,0.0625,0.2222222222222222,0.0,0.13512993262752646,67.98172974539025,84.64422625602133
CP000554,0.29141835518474374,0.21875,0.3391812865497076,0.2391304347826087,0.2766388557806913,50.00758571202252,48.793791829298776
CP000555,0.1696583671105964,0.2,0.10526315789473684,0.0,0.14035900405327156,69.19775134482882,88.63460991790933
CP000613,0.1676099259904223,0.07692307692307693,0.27380952380952384,0.07692307692307693,0.12015672616456247,70.46127199295242,89.54181281369318
CP000628,0.27,0.2054794520547945,0.2937062937062937,0.13846153846153847,0.22463636363636363,60.33744223033959,74.44371632426507
CP000655,0.36754176610978523,0.24603174603174602,0.3,0.23595505617977527,0.31145584725536996,44.83410434871196,40.6625825389489
CP000679,0.21978798586572437,0.20344827586206896,0.21929824561403508,0.26262626262626265,0.327773851590106,35.25407580106219,30.74653621379769
CP000685,0.38826650943396224,0.23737373737373738,0.3377777777777778,0.29545454545454547,0.35371462264150944,34.11285327951776,27.034000666860624
CP000686,0.22852701127089,0.23809523809523808,0.20675105485232068,0.18072289156626506,0.21803342401865528,60.38734500391099,69.01942839263505
CP000724,0.33458646616541354,0.27121212121212124,0.32791327913279134,0.2305084745762712,0.30164046479835954,36.82202449465125,30.896708831942302
CP000733,0.2708333333333333,0.2653061224489796,0.275,0.17142857142857143,0.29229166666666667,42.43578946783289,40.41325594154757
CP000747,0.12739641311069883,0.05,0.25,0.02857142857142857,0.1507730364873222,71.34637304176034,93.5555385658818
CP000749,0.3709558823529412,0.23678646934460887,0.3047619047619048,0.2714285714285714,0.32382352941176473,42.59406816481398,38.17101726266472
CP000750,0.3709558823529412,0.23678646934460887,0.3047619047619048,0.2714285714285714,0.32382352941176473,74.43503011751491,94.07252668025595
CP000758,0.31689272503082616,0.2018348623853211,0.2204724409448819,0.14035087719298245,0.24007398273736127,56.050901587193835,64.0543638555241
CP000769,0.11891891891891893,0.0,0.11842105263157894,0.0,0.10777546777546777,73.53140115839552,94.22784852281781
CP000774,0.18100056211354693,0.25,0.15476190476190477,0.1,0.20449690837549184,62.32809544427542,76.73750460300515
CP000781,0.17355072463768115,0.11764705882352941,0.19852941176470587,0.09375,0.1627536231884058,67.46469253526226,86.0886474535049
CP000792,0.28116710875331563,0.14285714285714285,0.45714285714285713,0.2073170731707317,0.37480106100795757,39.428959063005145,38.71452976076315
CP000812,0.3416856492027335,0.23076923076923078,0.4,0.3333333333333333,0.3084282460136674,38.69703307479551,34.41281828389921
CP000820,0.13219922115187538,0.3225806451612903,0.15934065934065933,0.18518518518518517,0.1291248206599713,71.15359736683484,87.63143146480357
CP000828,0.2656817631387745,0.2869318181818182,0.26342710997442453,0.21328671328671328,0.29711794623395493,47.253850255638156,46.06813062425631
CP000830,0.15209988649262202,0.13333333333333333,0.16326530612244897,0.13636363636363635,0.14778660612939842,66.01545182795789,83.77073528789407
CP000849,0.39691289966923926,0.41784037558685444,0.2727272727272727,0.37037037037037035,0.3790518191841235,31.628209656110613,21.417195212950954
CP000850,0.14228987425545997,0.14285714285714285,0.29310344827586204,0.08333333333333333,0.13534083388484447,69.51852813884236,85.4082585064443
CP000859,0.24987225344915687,0.16666666666666666,0.19402985074626866,0.32653061224489793,0.24179867143587122,56.168615578397166,68.50587537173752
CP000875,0.2592010066058509,0.3157894736842105,0.37890625,0.2222222222222222,0.25152563699276503,50.715668122094606,51.040165935922595
CP000879,0.3349112426035503,0.32989690721649484,0.3188405797101449,0.2564102564102564,0.3337278106508876,34.12319063694373,28.420729345366375
CP000884,0.1915732040012125,0.28205128205128205,0.13872832369942195,0.16279069767441862,0.16265535010609275,66.47625701254553,84.07911259983818
CP000910,0.2363744075829384,0.18055555555555555,0.19090909090909092,0.32608695652173914,0.21113744075829383,56.271325568496955,60.47196550385885
CP000922,0.24579663730984788,0.2066115702479339,0.2727272727272727,0.3076923076923077,0.300080064051241,41.77675142074495,37.701730356453794
CP000927,0.1574621959237344,0.14583333333333334,0.19594594594594594,0.09615384615384616,0.1938198553583169,67.46329596602476,87.70094842619467
CP000930,0.20842105263157895,0.1588785046728972,0.21739130434782608,0.09090909090909091,0.222,56.97519060078877,68.22634506617258
CP000934,0.37166900420757365,0.18421052631578946,0.33774834437086093,0.211864406779661,0.26517064048620853,51.99123885929493,56.896757627340584
CP000961,0.3744131455399061,0.22003034901365706,0.32673267326732675,0.2484076433121019,0.3142605633802817,43.70099216514868,41.29000850485296
CP000975,0.22192749778956675,0.2647058823529412,0.2235294117647059,0.171875,0.3112290008841733,45.482774375914076,46.05430458183938
CP000976,0.44715447154471544,0.3918918918918919,0.4,0.4583333333333333,0.42276422764227645,27.586044045449377,17.395862127615185
CP001013,0.20239880059970014,0.1111111111111111,0.18446601941747573,0.18181818181818182,0.14002998500749625,68.89968087769532,89.23154843592413
CP001016,0.24847746650426308,0.2403846153846154,0.3279569892473118,0.14772727272727273,0.23548518067397484,57.059896843113435,65.78150895109407
CP001032,0.15639374425023,0.10344827586206896,0.16778523489932887,0.08571428571428572,0.1693345599509353,65.3411396022395,81.9671041519464
CP001034,0.3596349973161567,0.3090909090909091,0.4375,0.23668639053254437,0.32549651100375737,36.322296518432616,27.99392375840899
CP001037,0.33571996817820204,0.38612565445026176,0.28255528255528256,0.2725563909774436,0.30867143993635643,41.41495802568809,35.616191944563184
CP001055,0.3455019556714472,0.17872340425531916,0.375,0.24242424242424243,0.31290743155149936,39.9521283650997,37.74397246495816
CP001071,0.2144948755490483,0.1746031746031746,0.2625,0.20833333333333334,0.26515373352855054,55.76235444438689,66.1332859446021
CP001080,0.3317901234567901,0.2345679012345679,0.2608695652173913,0.21153846153846154,0.3358024691358025,32.027444977867134,22.790509467385593
CP001087,0.2923508209851822,0.24912280701754386,0.2897196261682243,0.26666666666666666,0.2723267921505807,48.84700915518548,52.836817820193346
CP001096,0.2433896145269194,0.15517241379310345,0.3484848484848485,0.27586206896551724,0.18445364765848996,64.85980862601781,82.90742026528429
CP001098,0.351865398683248,0.3308270676691729,0.30927835051546393,0.2967032967032967,0.3468910021945867,37.88319203024189,33.786409287968056
CP001099,0.25137903861308114,0.373134328358209,0.25806451612903225,0.18,0.2540583136327817,55.79611479572558,69.02420994637633
CP001100,0.25753569539925963,0.18072289156626506,0.26900584795321636,0.208955223880597,0.31919619249074566,45.03891960299454,47.72449961856626
CP001108,0.25133282559025133,0.24285714285714285,0.33884297520661155,0.1388888888888889,0.2651942117288652,50.09512826298299,54.21922235352343
CP001110,0.2447089947089947,0.24770642201834864,0.33884297520661155,0.37037037037037035,0.2792328042328042,48.077586989495195,49.49516185782046
CP001130,0.382051282051282,0.2391304347826087,0.4,0.36,0.36564102564102563,34.84701003004782,29.13169402717011
CP001145,0.23031496062992127,0.18055555555555555,0.21428571428571427,0.30434782608695654,0.2692913385826772,44.77013317313631,44.262191729947915
CP001146,0.29942418426103645,0.3014705882352941,0.2857142857142857,0.175,0.3619961612284069,33.74098909839709,25.25509057695437
CP001147,0.33127572016460904,0.2641509433962264,0.2702702702702703,0.15384615384615385,0.35473251028806585,34.12890388925458,25.189125038775195
CP001154,0.2692725298588491,0.19148936170212766,0.25225225225225223,0.24,0.19587404994571117,62.352314953733114,74.62992883864295
CP001185,0.375,0.30625,0.24444444444444444,0.27586206896551724,0.36233333333333334,30.810792316194576,20.67361429565975
CP001196,0.18934646374216652,0.23809523809523808,0.24,0.08,0.21996418979409132,62.39947949997183,76.77031524946466
CP001221,0.2913938260056127,0.2433734939759036,0.23163841807909605,0.27044025157232704,0.38063610851262863,35.018341481270625,29.477380176160356
CP001230,0.3443298969072165,0.25663716814159293,0.45,0.23333333333333334,0.3558762886597938,37.15639771142485,31.861305464824948
CP001275,0.17929292929292928,0.2,0.1702127659574468,0.07692307692307693,0.175,63.647038501132805,72.9871667891634
CP001279,0.4720496894409938,0.2777777777777778,0.18604651162790697,0.34782608695652173,0.4095238095238095,33.507531417691254,27.10517985178629
CP001280,0.14554411106135243,0.1590909090909091,0.19327731092436976,0.1111111111111111,0.1850425436632333,63.08336217288401,76.45252457351022
CP001281,0.17848643503093764,0.3333333333333333,0.2878787878787879,0.07142857142857142,0.1429795335554498,68.4042033605177,88.91894428937042
CP001312,0.17869615832363214,0.2727272727272727,0.22093023255813954,0.1,0.15017462165308498,66.56188702841807,83.3079662100825
CP001322,0.2779220779220779,0.23773584905660378,0.25510204081632654,0.1925925925925926,0.24655844155844156,54.484597610000684,67.75526163417368
CP001349,0.18292163543441226,0.2631578947368421,0.23353293413173654,0.10909090909090909,0.14923339011925044,68.85724725505182,86.3187841485118
CP001364,0.2657098525989139,0.29838709677419356,0.36134453781512604,0.24545454545454545,0.23553141970519784,56.681900568424446,60.57701687395504
CP001397,0.373320537428023,0.32112068965517243,0.3333333333333333,0.31693989071038253,0.37754318618042226,35.31529911368425,27.75319641027493
CP001429,0.37341772151898733,0.4583333333333333,0.2727272727272727,0.0,0.4139240506329114,28.210940762393367,17.793243841133254
CP001472,0.1915294117647059,0.22033898305084745,0.20430107526881722,0.16666666666666666,0.21223529411764705,60.4970106770533,73.77791604268056
CP001560,0.36849442379182157,0.23444976076555024,0.2716049382716049,0.22388059701492538,0.2095724907063197,56.508328874835435,64.81461270368001
CP001607,0.40425531914893614,0.2056451612903226,0.30434782608695654,0.2,0.29559270516717323,42.230964944326395,40.50556652796647
CP001614,0.26858041683051515,0.24444444444444444,0.2302158273381295,0.2830188679245283,0.25859221392056625,50.89065163357059,54.15317727129128
CP001616,0.4501440922190202,0.24,0.425,0.2682926829268293,0.27723342939481266,49.02701933458781,49.43651106937553
CP001618,0.06204986149584488,0.0,0.12962962962962962,0.09090909090909091,0.11202216066481994,73.1165816375156,93.508394340234
